,EventName,RoundNumber,eventYear,Team,Compound,Driver,Stint,bestPreRaceTime,bestLapTimeIsFrom,meanAirTemp,meanTrackTemp,meanHumid,Rainfall,GridPosition,Position,raceStintsNums,TyreAge,lapNumberAtBeginingOfStint,StintLen,CircuitLength,designedLaps
1116,Eifel Grand Prix,11,2020,AlphaTauri,MEDIUM,KVY,1,86.848,Qualifying,9.447058824,16.80588235,58.91176471,0.058823529,13,15,1,1.0,1,17,5.148,60
1117,Eifel Grand Prix,11,2020,Ferrari,HARD,VET,2,86.738,Qualifying,9.51,15.99666667,59.72666667,0.033333333,11,11,2,,12,30,5.148,60
1118,Eifel Grand Prix,11,2020,Ferrari,MEDIUM,LEC,2,86.035,Qualifying,9.508,15.984,59.976,0.04,4,7,2,1.0,11,25,5.148,60
1119,Eifel Grand Prix,11,2020,Haas F1 Team,MEDIUM,GRO,1,87.118,Qualifying,9.467857143,16.38214286,59.60357143,0.035714286,16,9,1,1.0,1,28,5.148,60
1120,Eifel Grand Prix,11,2020,Haas F1 Team,MEDIUM,MAG,2,87.125,Qualifying,9.5,15.98,60.15,0.05,15,13,2,1.0,15,20,5.148,60
1121,Eifel Grand Prix,11,2020,McLaren,SOFT,NOR,1,86.316,Qualifying,9.465517241,16.40689655,59.57931034,0.068965517,8,16,1,4.0,1,29,5.148,60
1122,Eifel Grand Prix,11,2020,McLaren,SOFT,SAI,1,86.361,Qualifying,9.457142857,16.39642857,59.61428571,0.071428571,10,5,1,4.0,1,28,5.148,60
1123,Eifel Grand Prix,11,2020,Mercedes,MEDIUM,BOT,2,85.269,Qualifying,9.4,15.42,60.84,0.2,1,19,2,,14,5,5.148,60
1124,Eifel Grand Prix,11,2020,Racing Point,SOFT,HUL,1,88.021,Qualifying,9.475862069,16.4137931,59.62413793,0.034482759,20,8,1,1.0,1,29,5.148,60
1125,Eifel Grand Prix,11,2020,Red Bull Racing,MEDIUM,ALB,2,86.047,Qualifying,9.4875,15.7625,60.08125,0.125,5,17,2,1.0,8,16,5.148,60
1126,Eifel Grand Prix,11,2020,Renault,SOFT,OCO,1,86.242,Qualifying,9.409090909,16.50454545,59.53636364,0.090909091,7,18,1,4.0,1,22,5.148,60
1127,Eifel Grand Prix,11,2020,Williams,MEDIUM,LAT,2,87.812,Qualifying,9.489473684,15.95789474,60.26842105,0.052631579,18,14,2,,15,19,5.148,60
1128,Emilia Romagna Grand Prix,2,2021,Alfa Romeo Racing,INTERMEDIATE,GIO,1,76.122,Qualifying,10.24814815,15.11851852,70.18148148,0.555555556,17,14,1,1.0,1,27,4.905,63
1129,Emilia Romagna Grand Prix,2,2021,Alfa Romeo Racing,INTERMEDIATE,RAI,1,75.974,Qualifying,10.21538462,15.11153846,70.29230769,0.576923077,16,13,1,1.0,1,26,4.905,63
1130,Emilia Romagna Grand Prix,2,2021,Alfa Romeo Racing,MEDIUM,GIO,5,76.122,Qualifying,11.71363636,17.72272727,65.60454545,0.136363636,17,14,5,14.0,41,22,4.905,63
1131,Emilia Romagna Grand Prix,2,2021,Alfa Romeo Racing,MEDIUM,RAI,4,75.974,Qualifying,11.68928571,17.80357143,65.89285714,0.107142857,16,13,4,12.0,36,28,4.905,63
1132,Emilia Romagna Grand Prix,2,2021,AlphaTauri,INTERMEDIATE,TSU,1,,,10.184,15.116,70.396,0.6,20,12,1,1.0,1,25,4.905,63
1133,Emilia Romagna Grand Prix,2,2021,AlphaTauri,MEDIUM,GAS,5,74.79,Qualifying,11.65666667,17.82,66.16666667,0.1,5,7,5,7.0,34,30,4.905,63
1134,Emilia Romagna Grand Prix,2,2021,AlphaTauri,SOFT,TSU,4,,,11.66333333,17.83,66.06,0.1,20,12,4,1.0,34,30,4.905,63
1135,Emilia Romagna Grand Prix,2,2021,AlphaTauri,WET,GAS,1,74.79,Qualifying,9.9,15.85714286,72.10714286,1.0,5,7,1,,1,14,4.905,63
1136,Emilia Romagna Grand Prix,2,2021,Alpine,INTERMEDIATE,ALO,1,75.593,Qualifying,10.29285714,15.14285714,70.05714286,0.535714286,15,10,1,1.0,1,28,4.905,63
1137,Emilia Romagna Grand Prix,2,2021,Alpine,INTERMEDIATE,OCO,2,75.117,Qualifying,10.29615385,15.05,69.96153846,0.538461538,9,9,2,1.0,2,26,4.905,63
1138,Emilia Romagna Grand Prix,2,2021,Alpine,MEDIUM,ALO,4,75.593,Qualifying,11.66,17.82666667,66.11,0.1,15,10,4,5.0,34,30,4.905,63
1139,Emilia Romagna Grand Prix,2,2021,Alpine,MEDIUM,OCO,6,75.117,Qualifying,11.66333333,17.83,66.06,0.1,9,9,6,5.0,34,30,4.905,63
1140,Emilia Romagna Grand Prix,2,2021,Alpine,WET,OCO,1,75.117,Qualifying,9.5,17.2,75.7,1.0,9,9,1,1.0,1,1,4.905,63
1141,Emilia Romagna Grand Prix,2,2021,Aston Martin,INTERMEDIATE,STR,1,75.138,Qualifying,10.25185185,15.12222222,70.17037037,0.555555556,10,8,1,1.0,1,27,4.905,63
1142,Emilia Romagna Grand Prix,2,2021,Aston Martin,INTERMEDIATE,VET,3,75.394,Qualifying,9.566666667,16.86666667,75.53333333,1.0,0,15,3,1.0,1,3,4.905,63
1143,Emilia Romagna Grand Prix,2,2021,Aston Martin,INTERMEDIATE,VET,4,75.394,Qualifying,10.15294118,15.00588235,70.24117647,0.705882353,0,15,4,1.0,4,17,4.905,63
1144,Emilia Romagna Grand Prix,2,2021,Aston Martin,MEDIUM,STR,4,75.138,Qualifying,11.70769231,17.76538462,65.71923077,0.115384615,10,8,4,15.0,38,26,4.905,63
1145,Emilia Romagna Grand Prix,2,2021,Aston Martin,SOFT,VET,8,75.394,Qualifying,11.67916667,17.7625,65.75416667,0.125,0,15,8,10.0,38,24,4.905,63
1146,Emilia Romagna Grand Prix,2,2021,Ferrari,INTERMEDIATE,SAI,1,75.199,Qualifying,10.23703704,15.1,70.45555556,0.555555556,11,5,1,1.0,1,27,4.905,63
1147,Emilia Romagna Grand Prix,2,2021,Ferrari,MEDIUM,SAI,3,75.199,Qualifying,11.65333333,17.80666667,66.2,0.1,11,5,3,7.0,34,30,4.905,63
1148,Emilia Romagna Grand Prix,2,2021,Haas F1 Team,INTERMEDIATE,MAZ,2,76.797,Qualifying,10.5,14.15454545,68.16363636,0.181818182,19,17,2,1.0,13,11,4.905,63
1149,Emilia Romagna Grand Prix,2,2021,Haas F1 Team,INTERMEDIATE,MSC,2,76.279,Qualifying,10.24375,14.73125,69.7875,0.5625,18,16,2,1.0,6,16,4.905,63
1150,Emilia Romagna Grand Prix,2,2021,Haas F1 Team,MEDIUM,MAZ,5,76.797,Qualifying,11.6962963,17.78518519,65.88148148,0.111111111,19,17,5,6.0,35,27,4.905,63
1151,Emilia Romagna Grand Prix,2,2021,Haas F1 Team,MEDIUM,MSC,5,76.279,Qualifying,11.67777778,17.8037037,65.92222222,0.111111111,18,16,5,6.0,35,27,4.905,63
1152,Emilia Romagna Grand Prix,2,2021,Haas F1 Team,WET,MAZ,1,76.797,Qualifying,9.841666667,16.03333333,72.66666667,1.0,19,17,1,1.0,1,12,4.905,63
1153,Emilia Romagna Grand Prix,2,2021,Haas F1 Team,WET,MSC,1,76.279,Qualifying,9.56,16.64,75.54,1.0,18,16,1,1.0,1,5,4.905,63
1154,Emilia Romagna Grand Prix,2,2021,McLaren,INTERMEDIATE,RIC,1,74.826,Qualifying,10.23333333,15.11481481,70.4,0.555555556,6,6,1,1.0,1,27,4.905,63
1155,Emilia Romagna Grand Prix,2,2021,McLaren,SOFT,RIC,3,74.826,Qualifying,11.65666667,17.81666667,66.21333333,0.1,6,6,3,3.0,34,30,4.905,63
1156,Emilia Romagna Grand Prix,2,2021,Mercedes,INTERMEDIATE,BOT,1,74.672,Qualifying,10.27857143,15.12857143,70.02857143,0.535714286,8,18,1,1.0,1,28,4.905,63
1157,Emilia Romagna Grand Prix,2,2021,Red Bull Racing,INTERMEDIATE,PER,1,74.446,Qualifying,10.26071429,15.10714286,70.22857143,0.535714286,2,11,1,1.0,1,28,4.905,63
1158,Emilia Romagna Grand Prix,2,2021,Red Bull Racing,SOFT,PER,3,74.446,Qualifying,11.66,17.82666667,66.11,0.1,2,11,3,3.0,34,30,4.905,63
1159,Emilia Romagna Grand Prix,2,2021,Williams,INTERMEDIATE,LAT,1,75.593,Qualifying,9.6,17.3,75.4,1.0,14,20,1,1.0,0,1,4.905,63
1160,Emilia Romagna Grand Prix,2,2021,Williams,INTERMEDIATE,RUS,1,75.261,Qualifying,10.21538462,15.11153846,70.29230769,0.576923077,12,19,1,1.0,1,26,4.905,63
1161,German Grand Prix,11,2018,Ferrari,SOFT,VET,2,71.212,Qualifying,27.45769231,43.10769231,48.37692308,0.038461538,1,18,2,1.0,26,26,4.575,67
1162,German Grand Prix,11,2018,Force India,SOFT,OCO,2,73.72,Qualifying,26.10952381,38.74047619,57.15,0.404761905,15,8,2,1.0,26,42,4.575,67
1163,German Grand Prix,11,2018,Force India,SOFT,PER,2,72.774,Qualifying,26.19111111,39.15111111,56.64444444,0.377777778,10,7,2,1.0,23,45,4.575,67
1164,German Grand Prix,11,2018,Haas F1 Team,INTERMEDIATE,GRO,3,72.544,Qualifying,24.875,31.9,67.95,1.0,6,6,3,1.0,52,4,4.575,67
1165,German Grand Prix,11,2018,Haas F1 Team,INTERMEDIATE,MAG,3,72.2,Qualifying,24.875,31.9,67.975,1.0,5,11,3,1.0,52,4,4.575,67
1166,German Grand Prix,11,2018,Haas F1 Team,MEDIUM,GRO,2,72.544,Qualifying,27.38,43.04,48.94666667,0.066666667,6,6,2,1.0,22,30,4.575,67
1167,German Grand Prix,11,2018,Haas F1 Team,MEDIUM,MAG,2,72.2,Qualifying,27.36774194,43.10322581,48.95483871,0.064516129,5,11,2,1.0,21,31,4.575,67
1168,German Grand Prix,11,2018,Haas F1 Team,ULTRASOFT,GRO,4,72.544,Qualifying,23.75833333,32.375,71.36666667,0.916666667,6,6,4,3.0,56,12,4.575,67
1169,German Grand Prix,11,2018,Haas F1 Team,ULTRASOFT,MAG,4,72.2,Qualifying,23.75,32.44166667,71.45,0.916666667,5,11,4,3.0,56,12,4.575,67
1170,German Grand Prix,11,2018,McLaren,MEDIUM,VAN,2,74.401,Qualifying,27.23043478,41.64347826,50.49565217,0.173913043,19,13,2,1.0,30,23,4.575,67
1171,German Grand Prix,11,2018,McLaren,SOFT,ALO,4,73.614,Qualifying,24.50555556,33.22777778,67.97222222,0.888888889,11,16,4,4.0,48,18,4.575,67
1172,German Grand Prix,11,2018,McLaren,ULTRASOFT,VAN,3,74.401,Qualifying,23.90666667,32.25333333,71.00666667,1.0,19,13,3,1.0,53,15,4.575,67
1173,German Grand Prix,11,2018,Renault,INTERMEDIATE,HUL,3,72.56,Qualifying,24.925,31.95,67.75,1.0,7,5,3,1.0,52,4,4.575,67
1174,German Grand Prix,11,2018,Renault,INTERMEDIATE,SAI,3,72.692,Qualifying,24.88333333,32.25,67.7,1.0,8,12,3,1.0,51,6,4.575,67
1175,German Grand Prix,11,2018,Renault,MEDIUM,HUL,2,72.56,Qualifying,27.3969697,43.25151515,48.84242424,0.060606061,7,5,2,1.0,19,33,4.575,67
1176,German Grand Prix,11,2018,Renault,MEDIUM,SAI,2,72.692,Qualifying,27.43666667,43.35666667,48.44,0.033333333,8,12,2,1.0,21,30,4.575,67
1177,German Grand Prix,11,2018,Renault,ULTRASOFT,HUL,4,72.56,Qualifying,23.75833333,32.375,71.36666667,0.916666667,7,5,4,4.0,56,12,4.575,67
1178,German Grand Prix,11,2018,Renault,ULTRASOFT,SAI,4,72.692,Qualifying,23.7,32.51818182,71.5,0.909090909,8,12,4,4.0,57,11,4.575,67
1179,German Grand Prix,11,2018,Sauber,ULTRASOFT,ERI,2,73.562,Qualifying,25.55517241,36.46896552,61.06551724,0.586206897,13,9,2,1.0,39,29,4.575,67
1180,German Grand Prix,11,2018,Sauber,ULTRASOFT,LEC,4,72.717,Qualifying,24.61,33.73,67.22,0.85,9,15,4,8.0,47,20,4.575,67
1181,German Grand Prix,11,2018,Toro Rosso,MEDIUM,HAR,2,74.045,Qualifying,27.27083333,42.0,49.9625,0.125,17,10,2,1.0,29,24,4.575,67
1182,German Grand Prix,11,2018,Toro Rosso,ULTRASOFT,GAS,3,73.749,Qualifying,24.56,33.56,67.465,0.85,16,14,3,1.0,47,20,4.575,67
1183,German Grand Prix,11,2018,Toro Rosso,ULTRASOFT,HAR,3,74.045,Qualifying,23.94666667,32.22666667,70.88,0.933333333,17,10,3,1.0,53,15,4.575,67
1184,German Grand Prix,11,2018,Williams,INTERMEDIATE,STR,3,74.206,Qualifying,25.13333333,32.53333333,66.8,1.0,18,17,3,1.0,51,3,4.575,67
1185,German Grand Prix,11,2018,Williams,MEDIUM,SIR,2,73.702,Qualifying,27.35217391,42.35652174,49.34347826,0.086956522,12,19,2,1.0,29,23,4.575,67
1186,German Grand Prix,11,2018,Williams,MEDIUM,STR,2,74.206,Qualifying,27.43913043,42.77391304,48.58695652,0.043478261,18,17,2,1.0,28,23,4.575,67
1187,German Grand Prix,11,2019,Alfa Romeo Racing,INTERMEDIATE,GIO,2,72.786,Qualifying,21.5826087,26.29130435,87.65652174,1.0,11,13,2,1.0,4,23,4.575,67
1188,German Grand Prix,11,2019,Alfa Romeo Racing,INTERMEDIATE,GIO,4,72.786,Qualifying,21.69473684,26.85263158,88.01578947,1.0,11,13,4,1.0,29,19,4.575,67
1189,German Grand Prix,11,2019,Alfa Romeo Racing,INTERMEDIATE,RAI,2,72.519,Qualifying,21.53913043,26.2826087,87.48695652,1.0,5,12,2,1.0,4,23,4.575,67
1190,German Grand Prix,11,2019,Alfa Romeo Racing,INTERMEDIATE,RAI,4,72.519,Qualifying,21.68421053,26.84210526,87.93684211,1.0,5,12,4,1.0,29,19,4.575,67
1191,German Grand Prix,11,2019,Alfa Romeo Racing,MEDIUM,GIO,3,72.786,Qualifying,21.75,26.5,87.8,1.0,11,13,3,1.0,27,2,4.575,67
1192,German Grand Prix,11,2019,Alfa Romeo Racing,MEDIUM,RAI,3,72.519,Qualifying,21.75,26.5,87.8,1.0,5,12,3,1.0,27,2,4.575,67
1193,German Grand Prix,11,2019,Alfa Romeo Racing,SOFT,GIO,5,72.786,Qualifying,21.75882353,26.66470588,86.62352941,0.823529412,11,13,5,1.0,48,17,4.575,67
1194,German Grand Prix,11,2019,Alfa Romeo Racing,SOFT,RAI,5,72.519,Qualifying,21.75882353,26.66470588,86.63529412,0.823529412,5,12,5,4.0,48,17,4.575,67
1195,German Grand Prix,11,2019,Alfa Romeo Racing,WET,GIO,1,72.786,Qualifying,21.16666667,26.3,88.03333333,1.0,11,13,1,1.0,1,3,4.575,67
1196,German Grand Prix,11,2019,Alfa Romeo Racing,WET,RAI,1,72.519,Qualifying,21.16666667,26.3,88.03333333,1.0,5,12,1,1.0,1,3,4.575,67
1197,German Grand Prix,11,2019,Ferrari,INTERMEDIATE,LEC,2,72.229,Qualifying,21.50833333,26.21666667,87.53333333,1.0,10,17,2,1.0,4,12,4.575,67
1198,German Grand Prix,11,2019,Ferrari,INTERMEDIATE,LEC,3,72.229,Qualifying,21.60833333,26.35833333,87.58333333,1.0,10,17,3,1.0,16,12,4.575,67
1199,German Grand Prix,11,2019,Ferrari,WET,LEC,1,72.229,Qualifying,21.16666667,26.3,88.03333333,1.0,10,17,1,1.0,1,3,4.575,67
1200,German Grand Prix,11,2019,Haas F1 Team,INTERMEDIATE,GRO,2,72.769,Qualifying,21.5826087,26.29130435,87.66521739,1.0,6,7,2,1.0,4,23,4.575,67
1201,German Grand Prix,11,2019,Haas F1 Team,INTERMEDIATE,GRO,4,72.769,Qualifying,21.7,26.92307692,88.24615385,1.0,6,7,4,1.0,29,13,4.575,67
1202,German Grand Prix,11,2019,Haas F1 Team,INTERMEDIATE,GRO,5,72.769,Qualifying,21.72,26.72,87.66,1.0,6,7,5,1.0,42,5,4.575,67
1203,German Grand Prix,11,2019,Haas F1 Team,INTERMEDIATE,MAG,2,72.789,Qualifying,21.49230769,26.20769231,87.46153846,1.0,12,8,2,1.0,9,13,4.575,67
1204,German Grand Prix,11,2019,Haas F1 Team,INTERMEDIATE,MAG,4,72.789,Qualifying,21.69230769,26.93846154,88.26153846,1.0,12,8,4,1.0,30,13,4.575,67
1205,German Grand Prix,11,2019,Haas F1 Team,INTERMEDIATE,MAG,5,72.789,Qualifying,21.76666667,26.76666667,87.6,1.0,12,8,5,1.0,43,3,4.575,67
1206,German Grand Prix,11,2019,Haas F1 Team,SOFT,GRO,3,72.769,Qualifying,21.6,26.4,88.0,1.0,6,7,3,4.0,27,2,4.575,67
1207,German Grand Prix,11,2019,Haas F1 Team,SOFT,GRO,6,72.769,Qualifying,21.75,26.66111111,86.60555556,0.833333333,6,7,6,7.0,47,18,4.575,67
1208,German Grand Prix,11,2019,Haas F1 Team,SOFT,MAG,3,72.789,Qualifying,21.75,26.55,88.0625,1.0,12,8,3,1.0,22,8,4.575,67
1209,German Grand Prix,11,2019,Haas F1 Team,SOFT,MAG,6,72.789,Qualifying,21.70833333,26.59166667,86.525,1.0,12,8,6,4.0,46,12,4.575,67
1210,German Grand Prix,11,2019,Haas F1 Team,SOFT,MAG,7,72.789,Qualifying,21.81428571,26.77142857,86.7,0.571428571,12,8,7,4.0,58,7,4.575,67
1211,German Grand Prix,11,2019,Haas F1 Team,WET,GRO,1,72.769,Qualifying,21.16666667,26.3,88.03333333,1.0,6,7,1,1.0,1,3,4.575,67
1212,German Grand Prix,11,2019,Haas F1 Team,WET,MAG,1,72.789,Qualifying,21.3875,26.275,87.8375,1.0,12,8,1,1.0,1,8,4.575,67
1213,German Grand Prix,11,2019,McLaren,INTERMEDIATE,NOR,2,73.333,Qualifying,21.58421053,26.26842105,87.66842105,1.0,19,18,2,1.0,7,19,4.575,67
1214,German Grand Prix,11,2019,McLaren,INTERMEDIATE,SAI,2,72.632,Qualifying,21.57916667,26.30416667,87.57083333,1.0,7,5,2,1.0,4,24,4.575,67
1215,German Grand Prix,11,2019,McLaren,INTERMEDIATE,SAI,3,72.632,Qualifying,21.68947368,26.83157895,88.06315789,1.0,7,5,3,1.0,28,19,4.575,67
1216,German Grand Prix,11,2019,McLaren,SOFT,SAI,4,72.632,Qualifying,21.74444444,26.62777778,86.52777778,0.833333333,7,5,4,4.0,47,18,4.575,67
1217,German Grand Prix,11,2019,McLaren,WET,NOR,1,73.333,Qualifying,21.33333333,26.3,87.93333333,1.0,19,18,1,1.0,1,6,4.575,67
1218,German Grand Prix,11,2019,McLaren,WET,SAI,1,72.632,Qualifying,21.16666667,26.3,88.03333333,1.0,7,5,1,1.0,1,3,4.575,67
1219,German Grand Prix,11,2019,Mercedes,INTERMEDIATE,BOT,2,72.129,Qualifying,21.54782609,26.26086957,87.57391304,1.0,3,15,2,1.0,4,23,4.575,67
1220,German Grand Prix,11,2019,Mercedes,INTERMEDIATE,BOT,4,72.129,Qualifying,21.66875,26.875,87.93125,1.0,3,15,4,1.0,31,16,4.575,67
1221,German Grand Prix,11,2019,Mercedes,INTERMEDIATE,HAM,2,71.767,Qualifying,21.568,26.292,87.576,1.0,1,9,2,1.0,4,25,4.575,67
1222,German Grand Prix,11,2019,Mercedes,INTERMEDIATE,HAM,4,71.767,Qualifying,21.67777778,26.87222222,87.88888889,1.0,1,9,4,1.0,30,18,4.575,67
1223,German Grand Prix,11,2019,Mercedes,MEDIUM,BOT,3,72.129,Qualifying,21.725,26.525,88.45,1.0,3,15,3,4.0,27,4,4.575,67
1224,German Grand Prix,11,2019,Mercedes,SOFT,BOT,5,72.129,Qualifying,21.7,26.54,86.43,1.0,3,15,5,3.0,47,10,4.575,67
1225,German Grand Prix,11,2019,Mercedes,SOFT,HAM,3,71.767,Qualifying,21.6,26.4,88.0,1.0,1,9,3,4.0,29,1,4.575,67
1226,German Grand Prix,11,2019,Mercedes,SOFT,HAM,5,71.767,Qualifying,21.7,26.55,86.58333333,1.0,1,9,5,6.0,48,6,4.575,67
1227,German Grand Prix,11,2019,Mercedes,SOFT,HAM,6,71.767,Qualifying,21.76666667,26.46666667,86.86666667,1.0,1,9,6,5.0,54,3,4.575,67
1228,German Grand Prix,11,2019,Mercedes,SOFT,HAM,7,71.767,Qualifying,21.8,26.7375,86.7,0.625,1,9,7,6.0,57,8,4.575,67
1229,German Grand Prix,11,2019,Mercedes,WET,BOT,1,72.129,Qualifying,21.16666667,26.3,88.03333333,1.0,3,15,1,1.0,1,3,4.575,67
1230,German Grand Prix,11,2019,Mercedes,WET,HAM,1,71.767,Qualifying,21.16666667,26.3,88.03333333,1.0,1,9,1,1.0,1,3,4.575,67
1231,German Grand Prix,11,2019,Racing Point,WET,PER,1,72.776,Qualifying,21.0,26.1,87.6,1.0,8,20,1,1.0,1,1,4.575,67
1232,German Grand Prix,11,2019,Red Bull Racing,INTERMEDIATE,GAS,2,72.18,Qualifying,21.59130435,26.29130435,87.70434783,1.0,4,14,2,1.0,4,23,4.575,67
1233,German Grand Prix,11,2019,Red Bull Racing,INTERMEDIATE,GAS,4,72.18,Qualifying,21.68888889,26.85555556,88.03888889,1.0,4,14,4,1.0,29,18,4.575,67
1234,German Grand Prix,11,2019,Red Bull Racing,SOFT,GAS,3,72.18,Qualifying,21.75,26.5,87.8,1.0,4,14,3,3.0,27,2,4.575,67
1235,German Grand Prix,11,2019,Red Bull Racing,SOFT,GAS,5,72.18,Qualifying,21.73333333,26.62666667,86.53333333,0.933333333,4,14,5,4.0,47,15,4.575,67
1236,German Grand Prix,11,2019,Red Bull Racing,WET,GAS,1,72.18,Qualifying,21.16666667,26.3,88.03333333,1.0,4,14,1,1.0,1,3,4.575,67
1237,German Grand Prix,11,2019,Renault,INTERMEDIATE,HUL,2,72.766,Qualifying,21.50833333,26.21666667,87.53333333,1.0,9,16,2,1.0,4,12,4.575,67
1238,German Grand Prix,11,2019,Renault,INTERMEDIATE,HUL,3,72.766,Qualifying,21.61428571,26.38571429,87.53571429,1.0,9,16,3,1.0,16,14,4.575,67
1239,German Grand Prix,11,2019,Renault,INTERMEDIATE,HUL,4,72.766,Qualifying,21.69,26.91,88.31,1.0,9,16,4,1.0,30,10,4.575,67
1240,German Grand Prix,11,2019,Renault,INTERMEDIATE,RIC,2,72.799,Qualifying,21.52,26.23,87.88,1.0,13,19,2,1.0,4,10,4.575,67
1241,German Grand Prix,11,2019,Renault,WET,HUL,1,72.766,Qualifying,21.16666667,26.3,88.03333333,1.0,9,16,1,1.0,1,3,4.575,67
1242,German Grand Prix,11,2019,Renault,WET,RIC,1,72.799,Qualifying,21.16666667,26.3,88.03333333,1.0,13,19,1,1.0,1,3,4.575,67
1243,German Grand Prix,11,2019,Toro Rosso,INTERMEDIATE,ALB,2,73.461,Qualifying,21.568,26.308,87.636,1.0,16,6,2,1.0,3,25,4.575,67
1244,German Grand Prix,11,2019,Toro Rosso,INTERMEDIATE,ALB,4,73.461,Qualifying,21.68888889,26.85555556,88.03888889,1.0,16,6,4,1.0,29,18,4.575,67
1245,German Grand Prix,11,2019,Toro Rosso,SOFT,ALB,3,73.461,Qualifying,21.7,26.4,88.5,1.0,16,6,3,1.0,28,1,4.575,67
1246,German Grand Prix,11,2019,Toro Rosso,SOFT,ALB,5,73.461,Qualifying,21.74444444,26.64444444,86.54444444,0.833333333,16,6,5,1.0,47,18,4.575,67
1247,German Grand Prix,11,2019,Toro Rosso,WET,ALB,1,73.461,Qualifying,21.1,26.25,87.8,1.0,16,6,1,1.0,1,2,4.575,67
1248,German Grand Prix,11,2019,Williams,INTERMEDIATE,KUB,2,74.839,Qualifying,21.54375,26.23125,87.625,1.0,18,10,2,1.0,8,16,4.575,67
1249,German Grand Prix,11,2019,Williams,INTERMEDIATE,KUB,3,74.839,Qualifying,21.8,26.6875,88.1125,1.0,18,10,3,1.0,24,8,4.575,67
1250,German Grand Prix,11,2019,Williams,INTERMEDIATE,KUB,4,74.839,Qualifying,21.64,26.83333333,87.88666667,1.0,18,10,4,1.0,32,15,4.575,67
1251,German Grand Prix,11,2019,Williams,INTERMEDIATE,RUS,2,74.721,Qualifying,21.54705882,26.24705882,87.61176471,1.0,17,11,2,1.0,8,17,4.575,67
1252,German Grand Prix,11,2019,Williams,INTERMEDIATE,RUS,3,74.721,Qualifying,21.70588235,26.83529412,88.06470588,1.0,17,11,3,1.0,25,17,4.575,67
1253,German Grand Prix,11,2019,Williams,INTERMEDIATE,RUS,4,74.721,Qualifying,21.7,26.7,87.4,1.0,17,11,4,1.0,42,6,4.575,67
1254,German Grand Prix,11,2019,Williams,SOFT,KUB,5,74.839,Qualifying,21.7,26.54545455,86.47272727,1.0,18,10,5,1.0,47,11,4.575,67
1255,German Grand Prix,11,2019,Williams,SOFT,KUB,6,74.839,Qualifying,21.81428571,26.77142857,86.7,0.571428571,18,10,6,4.0,58,7,4.575,67
1256,German Grand Prix,11,2019,Williams,SOFT,RUS,5,74.721,Qualifying,21.71,26.54,86.57,1.0,17,11,5,1.0,48,10,4.575,67
1257,German Grand Prix,11,2019,Williams,SOFT,RUS,6,74.721,Qualifying,21.81428571,26.77142857,86.7,0.571428571,17,11,6,4.0,58,7,4.575,67
1258,German Grand Prix,11,2019,Williams,WET,KUB,1,74.839,Qualifying,21.38571429,26.28571429,87.98571429,1.0,18,10,1,1.0,1,7,4.575,67
1259,German Grand Prix,11,2019,Williams,WET,RUS,1,74.721,Qualifying,21.38571429,26.28571429,87.98571429,1.0,17,11,1,1.0,1,7,4.575,67
1260,Hungarian Grand Prix,11,2021,Alfa Romeo Racing,INTERMEDIATE,GIO,3,77.583,Qualifying,26.6,32.8,75.4,1.0,0,13,3,1.0,2,1,4.381,70
1261,Hungarian Grand Prix,11,2021,Alfa Romeo Racing,INTERMEDIATE,RAI,1,77.553,Qualifying,26.6,32.35,73.55,1.0,13,10,1,1.0,1,2,4.381,70
1262,Hungarian Grand Prix,11,2021,Alfa Romeo Racing,MEDIUM,GIO,2,77.583,Qualifying,26.6,31.9,71.7,1.0,0,13,2,,1,1,4.381,70
1263,Hungarian Grand Prix,11,2021,AlphaTauri,INTERMEDIATE,GAS,1,76.394,Qualifying,26.6,32.35,73.55,1.0,5,5,1,1.0,1,2,4.381,70
1264,Hungarian Grand Prix,11,2021,AlphaTauri,INTERMEDIATE,TSU,1,77.919,Qualifying,26.6,32.35,73.55,1.0,16,6,1,1.0,1,2,4.381,70
1265,Hungarian Grand Prix,11,2021,Aston Martin,INTERMEDIATE,STR,1,76.893,Qualifying,26.6,31.9,71.7,1.0,12,19,1,1.0,0,1,4.381,70
1266,Hungarian Grand Prix,11,2021,Aston Martin,INTERMEDIATE,VET,1,76.75,Qualifying,26.6,32.35,73.55,1.0,10,20,1,1.0,1,2,4.381,70
1267,Hungarian Grand Prix,11,2021,Ferrari,INTERMEDIATE,LEC,1,76.496,Qualifying,26.6,31.9,71.7,1.0,7,18,1,1.0,0,1,4.381,70
1268,Hungarian Grand Prix,11,2021,Haas F1 Team,INTERMEDIATE,MAZ,1,78.922,Qualifying,26.6,31.9,71.7,1.0,19,14,1,1.0,1,1,4.381,70
1269,Hungarian Grand Prix,11,2021,Haas F1 Team,INTERMEDIATE,MAZ,2,78.922,Qualifying,26.6,32.8,75.4,1.0,19,14,2,1.0,2,1,4.381,70
1270,Hungarian Grand Prix,11,2021,Haas F1 Team,INTERMEDIATE,MSC,1,,,26.6,32.35,73.55,1.0,20,12,1,1.0,1,2,4.381,70
1271,Hungarian Grand Prix,11,2021,McLaren,INTERMEDIATE,NOR,1,76.385,Qualifying,26.6,31.9,71.7,1.0,6,15,1,1.0,1,1,4.381,70
