EventName,RoundNumber,eventYear,Team,Compound,Driver,Stint,bestPreRaceTime,bestLapTimeIsFrom,meanAirTemp,meanTrackTemp,meanHumid,Rainfall,GridPosition,Position,raceStintsNums,TyreAge,lapNumberAtBeginingOfStint,StintLen,CircuitLength,designedLaps
Chinese Grand Prix,3,2019,Williams,MEDIUM,KUB,1,95.281,Qualifying,19.54230769,27.51153846,44.5,0,18,17,1,1,1,26,5.451,56
Chinese Grand Prix,3,2019,Williams,MEDIUM,RUS,1,95.253,Qualifying,19.57272727,27.67727273,44.23636364,0,17,16,1,1,1,22,5.451,56
Chinese Grand Prix,3,2019,Williams,SOFT,RUS,3,95.253,Qualifying,19,25.26,50.02,0,17,16,3,1,50,5,5.451,56
Dutch Grand Prix,13,2021,Alfa Romeo Racing,HARD,GIO,3,69.59,Qualifying,21.96216216,36.51081081,52.21081081,0,7,14,3,1,34,37,4.259,72
Dutch Grand Prix,13,2021,Alfa Romeo Racing,HARD,KUB,2,71.301,Qualifying,21.99,36.37666667,51.99333333,0,16,15,2,1,41,30,4.259,72
Dutch Grand Prix,13,2021,Alfa Romeo Racing,MEDIUM,GIO,2,69.59,Qualifying,21.85,36.58333333,54.93333333,0,7,14,2,1,28,6,4.259,72
Dutch Grand Prix,13,2021,Alfa Romeo Racing,MEDIUM,KUB,1,71.301,Qualifying,21.7375,36.5725,54.325,0,16,15,1,1,1,40,4.259,72
Dutch Grand Prix,13,2021,Alfa Romeo Racing,SOFT,GIO,1,69.59,Qualifying,21.67037037,36.47777778,54.42222222,0,7,14,1,4,1,27,4.259,72
Dutch Grand Prix,13,2021,AlphaTauri,MEDIUM,GAS,2,69.478,Qualifying,21.92978723,36.48510638,52.9212766,0,4,4,2,1,25,47,4.259,72
Dutch Grand Prix,13,2021,AlphaTauri,MEDIUM,TSU,2,70.462,Qualifying,21.82352941,36.81176471,53.33529412,0,14,19,2,1,32,17,4.259,72
Dutch Grand Prix,13,2021,AlphaTauri,SOFT,GAS,1,69.478,Qualifying,21.6625,36.47083333,54.05416667,0,4,4,1,4,1,24,4.259,72
Dutch Grand Prix,13,2021,AlphaTauri,SOFT,TSU,1,70.462,Qualifying,21.7,36.49354839,54.49032258,0,14,19,1,1,1,31,4.259,72
Dutch Grand Prix,13,2021,Alpine,MEDIUM,ALO,2,69.956,Qualifying,21.95526316,36.47368421,52.18421053,0,9,6,2,1,34,38,4.259,72
Dutch Grand Prix,13,2021,Alpine,MEDIUM,OCO,2,69.919,Qualifying,21.9475,36.4725,52.34,0,8,9,2,1,32,40,4.259,72
Dutch Grand Prix,13,2021,Alpine,SOFT,ALO,1,69.956,Qualifying,21.70606061,36.46666667,54.46666667,0,9,6,1,4,1,33,4.259,72
Dutch Grand Prix,13,2021,Alpine,SOFT,OCO,1,69.919,Qualifying,21.70322581,36.46129032,54.44193548,0,8,9,1,4,1,31,4.259,72
Dutch Grand Prix,13,2021,Aston Martin,HARD,STR,2,70.367,Qualifying,21.94186047,36.51162791,52.61395349,0,12,12,2,1,28,43,4.259,72
Dutch Grand Prix,13,2021,Aston Martin,HARD,VET,2,70.731,Qualifying,21.78529412,36.62058824,54.46764706,0,15,13,2,1,11,34,4.259,72
Dutch Grand Prix,13,2021,Aston Martin,MEDIUM,VET,3,70.731,Qualifying,22.01538462,36.35769231,51.72692308,0,15,13,3,1,45,26,4.259,72
Dutch Grand Prix,13,2021,Aston Martin,SOFT,STR,1,70.367,Qualifying,21.67037037,36.47777778,54.42222222,0,12,12,1,1,1,27,4.259,72
Dutch Grand Prix,13,2021,Aston Martin,SOFT,VET,1,70.731,Qualifying,21.62,36.42,53.09,0,15,13,1,1,1,10,4.259,72
Dutch Grand Prix,13,2021,Ferrari,HARD,LEC,2,69.437,Qualifying,21.95945946,36.48918919,52.25675676,0,5,5,2,1,35,37,4.259,72
Dutch Grand Prix,13,2021,Ferrari,HARD,SAI,2,69.537,Qualifying,21.9425,36.46,52.4,0,6,7,2,1,32,40,4.259,72
Dutch Grand Prix,13,2021,Ferrari,SOFT,LEC,1,69.437,Qualifying,21.70294118,36.48235294,54.38529412,0,5,5,1,4,1,34,4.259,72
Dutch Grand Prix,13,2021,Ferrari,SOFT,SAI,1,69.537,Qualifying,21.69354839,36.5,54.41612903,0,6,7,1,4,1,31,4.259,72
Dutch Grand Prix,13,2021,Haas F1 Team,HARD,MAZ,2,71.875,Qualifying,21.85,36.875,53.1625,0,18,20,2,1,34,8,4.259,72
Dutch Grand Prix,13,2021,Haas F1 Team,HARD,MSC,2,71.387,Qualifying,21.72307692,36.54230769,54.64615385,0,17,18,2,1,5,26,4.259,72
Dutch Grand Prix,13,2021,Haas F1 Team,MEDIUM,MAZ,1,71.875,Qualifying,21.70909091,36.48484848,54.44848485,0,18,20,1,1,1,33,4.259,72
Dutch Grand Prix,13,2021,Haas F1 Team,MEDIUM,MSC,3,71.387,Qualifying,21.95128205,36.48461538,52.34871795,0,17,18,3,1,31,39,4.259,72
Dutch Grand Prix,13,2021,Haas F1 Team,SOFT,MSC,1,71.387,Qualifying,21.575,36.225,53.35,0,17,18,1,1,1,4,4.259,72
Dutch Grand Prix,13,2021,McLaren,HARD,NOR,2,70.406,Qualifying,22,36.38275862,51.97931034,0,13,10,2,1,43,29,4.259,72
Dutch Grand Prix,13,2021,McLaren,HARD,RIC,2,69.865,Qualifying,21.95365854,36.5,52.40731707,0,10,11,2,1,31,41,4.259,72
Dutch Grand Prix,13,2021,McLaren,MEDIUM,NOR,1,70.406,Qualifying,21.73333333,36.56428571,54.23095238,0,13,10,1,1,1,42,4.259,72
Dutch Grand Prix,13,2021,McLaren,SOFT,RIC,1,69.865,Qualifying,21.69666667,36.46333333,54.43,0,10,11,1,4,1,30,4.259,72
Dutch Grand Prix,13,2021,Mercedes,MEDIUM,BOT,2,69.222,Qualifying,21.91666667,36.55,52.30833333,0,3,3,2,1,32,36,4.259,72
Dutch Grand Prix,13,2021,Mercedes,MEDIUM,HAM,2,68.923,Qualifying,21.76315789,36.58421053,54.96842105,0,2,2,2,1,21,19,4.259,72
Dutch Grand Prix,13,2021,Mercedes,MEDIUM,HAM,3,68.923,Qualifying,21.95806452,36.47419355,51.93870968,0,2,2,3,6,40,31,4.259,72
Dutch Grand Prix,13,2021,Mercedes,SOFT,BOT,1,69.222,Qualifying,21.68709677,36.47741935,54.47419355,0,3,3,1,5,1,31,4.259,72
Dutch Grand Prix,13,2021,Mercedes,SOFT,BOT,3,69.222,Qualifying,22.18,35.86,52.58,0,3,3,3,2,68,5,4.259,72
Dutch Grand Prix,13,2021,Mercedes,SOFT,HAM,1,68.923,Qualifying,21.69,36.47,53.815,0,2,2,1,5,1,20,4.259,72
Dutch Grand Prix,13,2021,Mercedes,SOFT,HAM,4,68.923,Qualifying,22.05,35.75,52.65,0,2,2,4,2,71,2,4.259,72
Dutch Grand Prix,13,2021,Red Bull Racing,HARD,PER,3,70.53,Qualifying,21.6625,36.4375,52.8125,0,0,8,3,1,1,8,4.259,72
Dutch Grand Prix,13,2021,Red Bull Racing,HARD,VER,3,68.885,Qualifying,21.98125,36.43125,51.91875,0,1,1,3,1,41,32,4.259,72
Dutch Grand Prix,13,2021,Red Bull Racing,MEDIUM,PER,4,70.53,Qualifying,21.77435897,36.62564103,54.36410256,0,0,8,4,1,9,39,4.259,72
Dutch Grand Prix,13,2021,Red Bull Racing,MEDIUM,VER,2,68.885,Qualifying,21.76315789,36.58947368,54.83684211,0,1,1,2,1,22,19,4.259,72
Dutch Grand Prix,13,2021,Red Bull Racing,SOFT,PER,5,70.53,Qualifying,22.01666667,36.27083333,51.75833333,0,0,8,5,1,48,24,4.259,72
Dutch Grand Prix,13,2021,Red Bull Racing,SOFT,VER,1,68.885,Qualifying,21.68571429,36.46666667,53.91904762,0,1,1,1,4,1,21,4.259,72
Dutch Grand Prix,13,2021,Williams,HARD,LAT,4,70.093,Qualifying,21.9212766,36.48085106,52.9,0,0,16,4,1,24,47,4.259,72
Dutch Grand Prix,13,2021,Williams,HARD,RUS,2,70.332,Qualifying,21.94390244,36.55365854,52.61463415,0,11,17,2,1,28,41,4.259,72
Dutch Grand Prix,13,2021,Williams,MEDIUM,LAT,3,70.093,Qualifying,21.67826087,36.5173913,54.14347826,0,0,16,3,1,1,23,4.259,72
Dutch Grand Prix,13,2021,Williams,MEDIUM,RUS,1,70.332,Qualifying,21.67037037,36.47777778,54.42222222,0,11,17,1,1,1,27,4.259,72
Dutch Grand Prix,13,2021,Williams,SOFT,RUS,3,70.332,Qualifying,22,35.4,53.1,0,11,17,3,1,69,1,4.259,72
Eifel Grand Prix,11,2020,Alfa Romeo Racing,MEDIUM,GIO,2,86.936,Qualifying,9.495238095,16.04285714,60.00952381,0.047619048,14,10,2,1,16,21,5.148,60
Eifel Grand Prix,11,2020,Alfa Romeo Racing,MEDIUM,GIO,3,86.936,Qualifying,9.525,16.22083333,59.4375,0,14,10,3,1,37,24,5.148,60
Eifel Grand Prix,11,2020,Alfa Romeo Racing,MEDIUM,RAI,2,87.817,Qualifying,9.523529412,15.98529412,59.69411765,0.029411765,19,12,2,1,11,34,5.148,60
Eifel Grand Prix,11,2020,Alfa Romeo Racing,SOFT,GIO,1,86.936,Qualifying,9.46,17.03333333,58.58666667,0,14,10,1,1,1,15,5.148,60
Eifel Grand Prix,11,2020,Alfa Romeo Racing,SOFT,RAI,1,87.817,Qualifying,9.43,17.61,58.26,0,19,12,1,1,1,10,5.148,60
Eifel Grand Prix,11,2020,Alfa Romeo Racing,SOFT,RAI,3,87.817,Qualifying,9.5125,16.325,59.625,0,19,12,3,,45,16,5.148,60
Eifel Grand Prix,11,2020,AlphaTauri,HARD,GAS,2,86.776,Qualifying,9.571428571,16.20714286,58.82142857,0,12,6,2,1,31,14,5.148,60
Eifel Grand Prix,11,2020,AlphaTauri,HARD,KVY,2,86.848,Qualifying,9.548148148,16.11481481,59.55185185,0,13,15,2,1,18,27,5.148,60
Eifel Grand Prix,11,2020,AlphaTauri,MEDIUM,GAS,1,86.776,Qualifying,9.48,16.43666667,59.59333333,0.066666667,12,6,1,1,1,30,5.148,60
Eifel Grand Prix,11,2020,AlphaTauri,MEDIUM,KVY,1,86.848,Qualifying,9.447058824,16.80588235,58.91176471,0.058823529,13,15,1,1,1,17,5.148,60
Eifel Grand Prix,11,2020,AlphaTauri,SOFT,GAS,3,86.776,Qualifying,9.5125,16.325,59.625,0,12,6,3,,45,16,5.148,60
Eifel Grand Prix,11,2020,AlphaTauri,SOFT,KVY,3,86.848,Qualifying,9.53125,16.34375,59.6625,0,13,15,3,,45,16,5.148,60
Eifel Grand Prix,11,2020,Ferrari,HARD,VET,2,86.738,Qualifying,9.51,15.99666667,59.72666667,0.033333333,11,11,2,,12,30,5.148,60
Eifel Grand Prix,11,2020,Ferrari,MEDIUM,LEC,2,86.035,Qualifying,9.508,15.984,59.976,0.04,4,7,2,1,11,25,5.148,60
Eifel Grand Prix,11,2020,Ferrari,MEDIUM,LEC,3,86.035,Qualifying,9.528,16.232,59.364,0,4,7,3,6,36,25,5.148,60
Eifel Grand Prix,11,2020,Ferrari,MEDIUM,VET,1,86.738,Qualifying,9.436363636,17.51818182,58.25454545,0,11,11,1,1,1,11,5.148,60
Eifel Grand Prix,11,2020,Ferrari,SOFT,LEC,1,86.035,Qualifying,9.41,17.68,58.21,0,4,7,1,4,1,10,5.148,60
Eifel Grand Prix,11,2020,Ferrari,SOFT,VET,3,86.738,Qualifying,9.547368421,16.25263158,59.57894737,0,11,11,3,1,42,19,5.148,60
Eifel Grand Prix,11,2020,Haas F1 Team,HARD,GRO,2,87.118,Qualifying,9.540625,16.321875,59.259375,0,16,9,2,,29,32,5.148,60
Eifel Grand Prix,11,2020,Haas F1 Team,MEDIUM,GRO,1,87.118,Qualifying,9.467857143,16.38214286,59.60357143,0.035714286,16,9,1,1,1,28,5.148,60
Eifel Grand Prix,11,2020,Haas F1 Team,MEDIUM,MAG,2,87.125,Qualifying,9.5,15.98,60.15,0.05,15,13,2,1,15,20,5.148,60
Eifel Grand Prix,11,2020,Haas F1 Team,MEDIUM,MAG,3,87.125,Qualifying,9.526923077,16.23076923,59.31923077,0,15,13,3,1,35,26,5.148,60
Eifel Grand Prix,11,2020,Haas F1 Team,SOFT,MAG,1,87.125,Qualifying,9.442857143,17.12857143,58.58571429,0,15,13,1,1,1,14,5.148,60
Eifel Grand Prix,11,2020,McLaren,MEDIUM,NOR,2,86.316,Qualifying,9.523076923,16.36153846,58.76923077,0,8,16,2,1,30,13,5.148,60
Eifel Grand Prix,11,2020,McLaren,MEDIUM,SAI,2,86.361,Qualifying,9.55,16.35625,58.88125,0,10,5,2,,29,16,5.148,60
Eifel Grand Prix,11,2020,McLaren,SOFT,NOR,1,86.316,Qualifying,9.465517241,16.40689655,59.57931034,0.068965517,8,16,1,4,1,29,5.148,60
Eifel Grand Prix,11,2020,McLaren,SOFT,SAI,1,86.361,Qualifying,9.457142857,16.39642857,59.61428571,0.071428571,10,5,1,4,1,28,5.148,60
Eifel Grand Prix,11,2020,McLaren,SOFT,SAI,3,86.361,Qualifying,9.5125,16.26875,59.63125,0,10,5,3,4,45,16,5.148,60
Eifel Grand Prix,11,2020,Mercedes,MEDIUM,BOT,2,85.269,Qualifying,9.4,15.42,60.84,0.2,1,19,2,,14,5,5.148,60
Eifel Grand Prix,11,2020,Mercedes,MEDIUM,HAM,2,85.39,Qualifying,9.513793103,16.04827586,59.74137931,0.034482759,2,1,2,1,17,29,5.148,60
Eifel Grand Prix,11,2020,Mercedes,SOFT,BOT,1,85.269,Qualifying,9.423076923,17.30769231,58.33846154,0,1,19,1,4,1,13,5.148,60
Eifel Grand Prix,11,2020,Mercedes,SOFT,HAM,1,85.39,Qualifying,9.45625,16.99375,58.55,0,2,1,1,4,1,16,5.148,60
Eifel Grand Prix,11,2020,Mercedes,SOFT,HAM,3,85.39,Qualifying,9.493333333,16.26666667,59.66666667,0,2,1,3,4,46,15,5.148,60
Eifel Grand Prix,11,2020,Racing Point,MEDIUM,HUL,2,88.021,Qualifying,9.56,16.26,58.88666667,0,20,8,2,,30,15,5.148,60
Eifel Grand Prix,11,2020,Racing Point,MEDIUM,PER,2,86.33,Qualifying,9.552941176,16.32352941,58.84705882,0,9,4,2,1,29,17,5.148,60
Eifel Grand Prix,11,2020,Racing Point,SOFT,HUL,1,88.021,Qualifying,9.475862069,16.4137931,59.62413793,0.034482759,20,8,1,1,1,29,5.148,60
Eifel Grand Prix,11,2020,Racing Point,SOFT,HUL,3,88.021,Qualifying,9.5125,16.325,59.625,0,20,8,3,,45,16,5.148,60
Eifel Grand Prix,11,2020,Racing Point,SOFT,PER,1,86.33,Qualifying,9.460714286,16.39642857,59.60357143,0.071428571,9,4,1,4,1,28,5.148,60
Eifel Grand Prix,11,2020,Racing Point,SOFT,PER,3,86.33,Qualifying,9.5,16.31333333,59.70666667,0,9,4,3,,46,15,5.148,60
Eifel Grand Prix,11,2020,Red Bull Racing,MEDIUM,ALB,2,86.047,Qualifying,9.4875,15.7625,60.08125,0.125,5,17,2,1,8,16,5.148,60
Eifel Grand Prix,11,2020,Red Bull Racing,MEDIUM,VER,2,85.467,Qualifying,9.535714286,16.06071429,59.67857143,0.035714286,3,2,2,3,18,28,5.148,60
Eifel Grand Prix,11,2020,Red Bull Racing,SOFT,ALB,1,86.047,Qualifying,9.257142857,18.11428571,58.41428571,0,5,17,1,4,1,7,5.148,60
Eifel Grand Prix,11,2020,Red Bull Racing,SOFT,VER,1,85.467,Qualifying,9.44375,16.975,58.6,0,3,2,1,4,1,16,5.148,60
Eifel Grand Prix,11,2020,Red Bull Racing,SOFT,VER,3,85.467,Qualifying,9.486666667,16.26666667,59.70666667,0,3,2,3,4,46,15,5.148,60
Eifel Grand Prix,11,2020,Red Bull Racing,UNKNOWN,VER,2,85.467,Qualifying,9.1,15.2,60.9,0,3,2,2,1,17,1,5.148,60
Eifel Grand Prix,11,2020,Renault,MEDIUM,RIC,2,86.096,Qualifying,9.503571429,16.06071429,59.71071429,0.071428571,6,3,2,1,17,28,5.148,60
Eifel Grand Prix,11,2020,Renault,SOFT,OCO,1,86.242,Qualifying,9.409090909,16.50454545,59.53636364,0.090909091,7,18,1,4,1,22,5.148,60
Eifel Grand Prix,11,2020,Renault,SOFT,RIC,1,86.096,Qualifying,9.45,16.94375,58.66875,0,6,3,1,4,1,16,5.148,60
Eifel Grand Prix,11,2020,Renault,SOFT,RIC,3,86.096,Qualifying,9.5125,16.26875,59.63125,0,6,3,3,4,45,16,5.148,60
Eifel Grand Prix,11,2020,Williams,MEDIUM,LAT,2,87.812,Qualifying,9.489473684,15.95789474,60.26842105,0.052631579,18,14,2,,15,19,5.148,60
Eifel Grand Prix,11,2020,Williams,MEDIUM,LAT,3,87.812,Qualifying,9.540740741,16.24444444,59.28518519,0,18,14,3,,34,27,5.148,60
Eifel Grand Prix,11,2020,Williams,MEDIUM,RUS,2,87.564,Qualifying,9.5,15.9,59.5,0,17,20,2,,12,1,5.148,60
Eifel Grand Prix,11,2020,Williams,SOFT,LAT,1,87.812,Qualifying,9.457142857,17.09285714,58.57857143,0,18,14,1,1,1,14,5.148,60
Eifel Grand Prix,11,2020,Williams,SOFT,RUS,1,87.564,Qualifying,9.445454545,17.46363636,58.29090909,0,17,20,1,1,1,11,5.148,60
Emilia Romagna Grand Prix,2,2021,Alfa Romeo Racing,INTERMEDIATE,GIO,1,76.122,Qualifying,10.24814815,15.11851852,70.18148148,0.555555556,17,14,1,1,1,27,4.905,63
Emilia Romagna Grand Prix,2,2021,Alfa Romeo Racing,INTERMEDIATE,RAI,1,75.974,Qualifying,10.21538462,15.11153846,70.29230769,0.576923077,16,13,1,1,1,26,4.905,63
Emilia Romagna Grand Prix,2,2021,Alfa Romeo Racing,MEDIUM,GIO,2,76.122,Qualifying,11.14,15.66,66.02,0,17,14,2,1,28,5,4.905,63
Emilia Romagna Grand Prix,2,2021,Alfa Romeo Racing,MEDIUM,GIO,3,76.122,Qualifying,11.2,18,71.4,0,17,14,3,5,33,1,4.905,63
Emilia Romagna Grand Prix,2,2021,Alfa Romeo Racing,MEDIUM,GIO,4,76.122,Qualifying,11.5,18.08,67.96,0,17,14,4,11,36,5,4.905,63
Emilia Romagna Grand Prix,2,2021,Alfa Romeo Racing,MEDIUM,GIO,5,76.122,Qualifying,11.71363636,17.72272727,65.60454545,0.136363636,17,14,5,14,41,22,4.905,63
Emilia Romagna Grand Prix,2,2021,Alfa Romeo Racing,MEDIUM,RAI,2,75.974,Qualifying,11.11666667,15.58333333,66.21666667,0,16,13,2,1,27,6,4.905,63
Emilia Romagna Grand Prix,2,2021,Alfa Romeo Racing,MEDIUM,RAI,3,75.974,Qualifying,11.2,18,71.4,0,16,13,3,6,33,1,4.905,63
Emilia Romagna Grand Prix,2,2021,Alfa Romeo Racing,MEDIUM,RAI,4,75.974,Qualifying,11.68928571,17.80357143,65.89285714,0.107142857,16,13,4,12,36,28,4.905,63
Emilia Romagna Grand Prix,2,2021,Alfa Romeo Racing,UNKNOWN,GIO,4,76.122,Qualifying,11.25,18.15,69.15,0,17,14,4,1,34,2,4.905,63
Emilia Romagna Grand Prix,2,2021,Alfa Romeo Racing,UNKNOWN,RAI,4,75.974,Qualifying,11.25,18.15,69.15,0,16,13,4,1,34,2,4.905,63
Emilia Romagna Grand Prix,2,2021,AlphaTauri,INTERMEDIATE,GAS,2,74.79,Qualifying,10.63333333,14.29166667,68.50833333,0,5,7,2,1,15,12,4.905,63
Emilia Romagna Grand Prix,2,2021,AlphaTauri,INTERMEDIATE,TSU,1,,,10.184,15.116,70.396,0.6,20,12,1,1,1,25,4.905,63
Emilia Romagna Grand Prix,2,2021,AlphaTauri,MEDIUM,GAS,3,74.79,Qualifying,11.1,15.65,66.28333333,0,5,7,3,1,27,6,4.905,63
Emilia Romagna Grand Prix,2,2021,AlphaTauri,MEDIUM,GAS,4,74.79,Qualifying,11.3,18.3,70.1,0,5,7,4,6,33,1,4.905,63
Emilia Romagna Grand Prix,2,2021,AlphaTauri,MEDIUM,GAS,5,74.79,Qualifying,11.65666667,17.82,66.16666667,0.1,5,7,5,7,34,30,4.905,63
Emilia Romagna Grand Prix,2,2021,AlphaTauri,MEDIUM,TSU,2,,,11.12857143,15.54285714,66.42857143,0,20,12,2,1,26,7,4.905,63
Emilia Romagna Grand Prix,2,2021,AlphaTauri,SOFT,TSU,3,,,11.2,18,71.4,0,20,12,3,1,33,1,4.905,63
Emilia Romagna Grand Prix,2,2021,AlphaTauri,SOFT,TSU,4,,,11.66333333,17.83,66.06,0.1,20,12,4,1,34,30,4.905,63
Emilia Romagna Grand Prix,2,2021,AlphaTauri,WET,GAS,1,74.79,Qualifying,9.9,15.85714286,72.10714286,1,5,7,1,,1,14,4.905,63
Emilia Romagna Grand Prix,2,2021,Alpine,INTERMEDIATE,ALO,1,75.593,Qualifying,10.29285714,15.14285714,70.05714286,0.535714286,15,10,1,1,1,28,4.905,63
Emilia Romagna Grand Prix,2,2021,Alpine,INTERMEDIATE,OCO,2,75.117,Qualifying,10.29615385,15.05,69.96153846,0.538461538,9,9,2,1,2,26,4.905,63
Emilia Romagna Grand Prix,2,2021,Alpine,MEDIUM,ALO,2,75.593,Qualifying,11.125,15.675,66.3,0,15,10,2,1,29,4,4.905,63
Emilia Romagna Grand Prix,2,2021,Alpine,MEDIUM,ALO,3,75.593,Qualifying,11.3,18.3,70.1,0,15,10,3,4,33,1,4.905,63
Emilia Romagna Grand Prix,2,2021,Alpine,MEDIUM,ALO,4,75.593,Qualifying,11.66,17.82666667,66.11,0.1,15,10,4,5,34,30,4.905,63
Emilia Romagna Grand Prix,2,2021,Alpine,MEDIUM,OCO,3,75.117,Qualifying,11.125,15.6,65.75,0,9,9,3,1,28,4,4.905,63
Emilia Romagna Grand Prix,2,2021,Alpine,MEDIUM,OCO,5,75.117,Qualifying,11.3,18.3,70.1,0,9,9,5,5,33,1,4.905,63
Emilia Romagna Grand Prix,2,2021,Alpine,MEDIUM,OCO,6,75.117,Qualifying,11.66333333,17.83,66.06,0.1,9,9,6,5,34,30,4.905,63
Emilia Romagna Grand Prix,2,2021,Alpine,SOFT,OCO,4,75.117,Qualifying,11.2,15.9,67.1,0,9,9,4,3,32,1,4.905,63
Emilia Romagna Grand Prix,2,2021,Alpine,WET,OCO,1,75.117,Qualifying,9.5,17.2,75.7,1,9,9,1,1,1,1,4.905,63
Emilia Romagna Grand Prix,2,2021,Aston Martin,INTERMEDIATE,STR,1,75.138,Qualifying,10.25185185,15.12222222,70.17037037,0.555555556,10,8,1,1,1,27,4.905,63
Emilia Romagna Grand Prix,2,2021,Aston Martin,INTERMEDIATE,VET,3,75.394,Qualifying,9.566666667,16.86666667,75.53333333,1,0,15,3,1,1,3,4.905,63
Emilia Romagna Grand Prix,2,2021,Aston Martin,INTERMEDIATE,VET,4,75.394,Qualifying,10.15294118,15.00588235,70.24117647,0.705882353,0,15,4,1,4,17,4.905,63
Emilia Romagna Grand Prix,2,2021,Aston Martin,MEDIUM,STR,2,75.138,Qualifying,11.12,15.64,66,0,10,8,2,1,28,5,4.905,63
Emilia Romagna Grand Prix,2,2021,Aston Martin,MEDIUM,STR,3,75.138,Qualifying,11.2,18,71.4,0,10,8,3,5,33,1,4.905,63
Emilia Romagna Grand Prix,2,2021,Aston Martin,MEDIUM,STR,4,75.138,Qualifying,11.70769231,17.76538462,65.71923077,0.115384615,10,8,4,15,38,26,4.905,63
Emilia Romagna Grand Prix,2,2021,Aston Martin,MEDIUM,VET,5,75.394,Qualifying,10.65,14.2,68.5,0,0,15,5,1,21,2,4.905,63
Emilia Romagna Grand Prix,2,2021,Aston Martin,MEDIUM,VET,6,75.394,Qualifying,11.04,15.37,66.96,0,0,15,6,3,23,10,4.905,63
Emilia Romagna Grand Prix,2,2021,Aston Martin,SOFT,VET,7,75.394,Qualifying,11.3,18.3,70.1,0,0,15,7,1,33,1,4.905,63
Emilia Romagna Grand Prix,2,2021,Aston Martin,SOFT,VET,8,75.394,Qualifying,11.67916667,17.7625,65.75416667,0.125,0,15,8,10,38,24,4.905,63
Emilia Romagna Grand Prix,2,2021,Aston Martin,UNKNOWN,STR,4,75.138,Qualifying,11.325,18.15,69.375,0,10,8,4,1,34,4,4.905,63
Emilia Romagna Grand Prix,2,2021,Aston Martin,UNKNOWN,VET,8,75.394,Qualifying,11.35,18.175,69,0,0,15,8,1,34,4,4.905,63
Emilia Romagna Grand Prix,2,2021,Ferrari,INTERMEDIATE,LEC,1,74.74,Qualifying,10.25714286,15.11428571,70.21785714,0.571428571,4,4,1,1,1,28,4.905,63
Emilia Romagna Grand Prix,2,2021,Ferrari,INTERMEDIATE,SAI,1,75.199,Qualifying,10.23703704,15.1,70.45555556,0.555555556,11,5,1,1,1,27,4.905,63
Emilia Romagna Grand Prix,2,2021,Ferrari,MEDIUM,LEC,2,74.74,Qualifying,11.14,15.66,66.02,0,4,4,2,1,29,5,4.905,63
Emilia Romagna Grand Prix,2,2021,Ferrari,MEDIUM,LEC,3,74.74,Qualifying,11.65333333,17.80666667,66.18,0.1,4,4,3,6,34,30,4.905,63
Emilia Romagna Grand Prix,2,2021,Ferrari,MEDIUM,SAI,2,75.199,Qualifying,11.1,15.65,66.28333333,0,11,5,2,1,28,6,4.905,63
Emilia Romagna Grand Prix,2,2021,Ferrari,MEDIUM,SAI,3,75.199,Qualifying,11.65333333,17.80666667,66.2,0.1,11,5,3,7,34,30,4.905,63
Emilia Romagna Grand Prix,2,2021,Haas F1 Team,INTERMEDIATE,MAZ,2,76.797,Qualifying,10.5,14.15454545,68.16363636,0.181818182,19,17,2,1,13,11,4.905,63
Emilia Romagna Grand Prix,2,2021,Haas F1 Team,INTERMEDIATE,MSC,2,76.279,Qualifying,10.24375,14.73125,69.7875,0.5625,18,16,2,1,6,16,4.905,63
Emilia Romagna Grand Prix,2,2021,Haas F1 Team,MEDIUM,MAZ,4,76.797,Qualifying,11.3,18.3,70.1,0,19,17,4,,32,1,4.905,63
Emilia Romagna Grand Prix,2,2021,Haas F1 Team,MEDIUM,MAZ,5,76.797,Qualifying,11.6962963,17.78518519,65.88148148,0.111111111,19,17,5,6,35,27,4.905,63
Emilia Romagna Grand Prix,2,2021,Haas F1 Team,MEDIUM,MSC,4,76.279,Qualifying,11.3,18.3,70.1,0,18,16,4,1,32,1,4.905,63
Emilia Romagna Grand Prix,2,2021,Haas F1 Team,MEDIUM,MSC,5,76.279,Qualifying,11.67777778,17.8037037,65.92222222,0.111111111,18,16,5,6,35,27,4.905,63
Emilia Romagna Grand Prix,2,2021,Haas F1 Team,SOFT,MAZ,3,76.797,Qualifying,11.1,15.475,66.425,0,19,17,3,4,24,8,4.905,63
Emilia Romagna Grand Prix,2,2021,Haas F1 Team,SOFT,MSC,3,76.279,Qualifying,11.03,15.27,66.99,0,18,16,3,4,22,10,4.905,63
Emilia Romagna Grand Prix,2,2021,Haas F1 Team,UNKNOWN,MAZ,5,76.797,Qualifying,11.25,18.15,69.15,0,19,17,5,1,33,2,4.905,63
Emilia Romagna Grand Prix,2,2021,Haas F1 Team,UNKNOWN,MSC,5,76.279,Qualifying,11.25,18.15,69.15,0,18,16,5,1,33,2,4.905,63
Emilia Romagna Grand Prix,2,2021,Haas F1 Team,WET,MAZ,1,76.797,Qualifying,9.841666667,16.03333333,72.66666667,1,19,17,1,1,1,12,4.905,63
Emilia Romagna Grand Prix,2,2021,Haas F1 Team,WET,MSC,1,76.279,Qualifying,9.56,16.64,75.54,1,18,16,1,1,1,5,4.905,63
Emilia Romagna Grand Prix,2,2021,McLaren,INTERMEDIATE,NOR,1,74.454,Qualifying,10.26071429,15.12142857,70.25,0.535714286,7,3,1,1,1,28,4.905,63
